,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,candidates
10,1597909002985541632,1597909002985541632,1669806168000.0,2022-11-30 12:02:48,+0100,,Faleke is raising others just like Asiwaju Bola Ahmed Tinubu The Jagaban  https://t.co/ppJv22R9q9,in,[],[],1301050393691127808,1301050393691127808,tsg2023,Tinubu Support Group TSG,3,12,https://twitter.com/tsg2023/status/1597909002985541632,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1597908883187679233/pu/img/8vanQ14XveTwhKd1.jpg,False,22,1,11,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
11,1597899078415056896,1597899078415056896,1669803802000.0,2022-11-30 11:23:22,+0100,,"The only leader that has consistently mentored successors who produced results is Asiwaju Bola Ahmed Tinubu. He created the path for the best successors. No other party does this better than APC. No wonder the nation beckons on Jagaban, the nation builder, once again. #BAT2023 🇳🇬  https://t.co/VQqKNMI7m8",en,['bat2023'],[],1288493898025840646,1288493898025840646,cocastic4,Joe Plato,3,11,https://twitter.com/cocastic4/status/1597899078415056896,[],['https://pbs.twimg.com/media/FizgvkYWAAAev-v.jpg'],1,https://pbs.twimg.com/media/FizgvkYWAAAev-v.jpg,False,37,2,11,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
12,1597896978813583361,1597896978813583361,1669803301000.0,2022-11-30 11:15:01,+0100,,"Asiwaju Bola Ahmed Tinubu will be in Bayelsa State tomorrow for a massive presidential rally that will give PDP, NNPP &amp; LP hopefuls a heart attack.  I’m excited  https://t.co/sxJ8YxRK5U",en,[],[],298672141,298672141,JustTayo_,Prince Adekanla Adetayo Richard (Omo Jagaban),3,11,https://twitter.com/JustTayo_/status/1597896978813583361,[],['https://pbs.twimg.com/media/Fize0EtWAAQzpvb.jpg'],1,https://pbs.twimg.com/media/Fize0EtWAAQzpvb.jpg,False,10,6,4,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
13,1597883256065896448,1597883256065896448,1669800030000.0,2022-11-30 10:20:30,+0100,,"BREAKFAST …  These are pictures when Asiwaju Bola Ahmed Tinubu was hosted by his Alma mater, Chicago State University as one of the outstanding Alumnus of the school.  https://t.co/7cyVP9ntDP",en,[],[],506940140,506940140,Radioanchor,sai JAGABAN💪 sai KASHIM💪🇳🇬2023,3,10,https://twitter.com/Radioanchor/status/1597883256065896448,[],['https://pbs.twimg.com/media/FizSWO1WYAAssvc.jpg'],1,https://pbs.twimg.com/media/FizSWO1WYAAssvc.jpg,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
14,1597872026790027266,1597872026790027266,1669797352000.0,2022-11-30 09:35:52,+0100,,"Do you know that It's not Jagaban   It's is Jagaba of Borgu  Jagaban is fake Asiwaju awon Ole, fact. Another fact is Tinubu is a fake name  His daughter is 9yrs  younger than her father, Please don't vote for an unknown person as president Tinubu is fake",en,[],[],1535276276780605440,1535276276780605440,Joeloma_,Joel,3,09,https://twitter.com/Joeloma_/status/1597872026790027266,[],[],0,,False,3,0,2,https://twitter.com/KennedyNosa2/status/1597692915316576256,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
15,1597855771890708483,1597855771890708483,1669793477000.0,2022-11-30 08:31:17,+0100,,Rt. Hon James Abiodun Faleke is raising others just like Asiwaju Bola Ahmed Tinubu The Jagaban........  https://t.co/YgtdxvWICM,in,[],[],2395539809,2395539809,bakare_musa,Hon. Musa Bakare,3,08,https://twitter.com/bakare_musa/status/1597855771890708483,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1597855705305841670/pu/img/c0iXzkTZhByN-qmU.jpg,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
16,1597853377823535104,1597853377823535104,1669792906000.0,2022-11-30 08:21:46,+0100,,"@updatemesaleem is a beggar, yet support APC. There are many brainless Nigerians like him. Suffer never tire them. E go worse under Shettima and Bola Tinubu.  Vote Peter Obi Arewa Lagos northerners OBIdient INEC wike BVAS Labour Party jagaban Asiwaju wotowoto OBidiots BATstards",en,[],[],1317737220825108480,1317737220825108480,daclemx,MyBigDaddy,3,08,https://twitter.com/daclemx/status/1597853377823535104,[],[],0,,False,0,0,0,https://twitter.com/Chuks_Eric_/status/1597829798650609664,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
17,1597848117444890624,1597848117444890624,1669791652000.0,2022-11-30 08:00:52,+0100,,Hahahahahahah  Arewa Hausa Abuja BVAS Labour Party jagaban Asiwaju Okowa Aisha Buhari Festus Keyamo northerners OBIdient INEC Shettima Buhari Bola Tinubu RCCG kaduna wike Atiku Jonathan Bashir Dino Lagos Igbo sowore benue,tl,[],[],1317737220825108480,1317737220825108480,daclemx,MyBigDaddy,3,08,https://twitter.com/daclemx/status/1597848117444890624,[],[],0,,False,1,0,0,https://twitter.com/midemide1/status/1597829089184067584,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
18,1597846133069721600,1597846133069721600,1669791179000.0,2022-11-30 07:52:59,+0100,,"Hello @FBIWFO @FBI @WhiteHouse @JoeBiden @DailyMail  Can you respond to this? Bola Tinubu, a presidential aspirant claimed he visited Joe Biden. This picture is Photoshopped and a criminal act.   Vote Peter Obi jagaban Asiwaju Okowa Aisha Buhari Festus northerners Arewa Obasanjo",en,[],[],1317737220825108480,1317737220825108480,daclemx,MyBigDaddy,3,07,https://twitter.com/daclemx/status/1597846133069721600,[],[],0,,False,1,0,0,https://twitter.com/KennedyNosa2/status/1597692915316576256,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
19,1597843704165040128,1597843142559952897,1669790600000.0,2022-11-30 07:43:20,+0100,,"Among those who accompanied him to the homecoming event then is Mr. Eniola Bello who was the Editor of Thisday Newspaper and now Managing Director of the newspaper.   This should put to an end, all the propaganda about Asiwaju Tinubu’s status as former student of the University.",en,[],[],328590092,328590092,johnnysleek,A Letter From JAGABAN,3,07,https://twitter.com/johnnysleek/status/1597843704165040128,[],[],0,,False,9,0,3,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
20,1597843142559952897,1597843142559952897,1669790466000.0,2022-11-30 07:41:06,+0100,,"Here are pictures from when Asiwaju Bola Ahmed Tinubu was hosted by his Alma mater, Chicago State University as one of the outstanding Alumnus of the school.  https://t.co/YMDJkrIRfd",en,[],[],328590092,328590092,johnnysleek,A Letter From JAGABAN,3,07,https://twitter.com/johnnysleek/status/1597843142559952897,[],"['https://pbs.twimg.com/media/Fiyt3ZzXoAAtebJ.jpg', 'https://pbs.twimg.com/media/Fiyt3Z2XwAA-5yu.jpg']",1,https://pbs.twimg.com/media/Fiyt3ZzXoAAtebJ.jpg,False,83,6,20,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
21,1597839548842905602,1597839548842905602,1669789609000.0,2022-11-30 07:26:49,+0100,,"Throwback……..  When Asiwaju Bola Ahmed Tinubu @officialABAT was hosted by his Alma mater, @ChicagoState as one of the outstanding Alumnus of the school.  The perfect man for the Job👍🏽 , he is well exposed, learned and respected.  https://t.co/5jI4H2KgQ2",en,[],[],298672141,298672141,JustTayo_,Prince Adekanla Adetayo Richard (Omo Jagaban),3,07,https://twitter.com/JustTayo_/status/1597839548842905602,[],"['https://pbs.twimg.com/media/FiyqjHOXkAMkMzL.jpg', 'https://pbs.twimg.com/media/FiyqjHdXoAcD0Ir.jpg', 'https://pbs.twimg.com/media/FiyqjHOXkAAKpwY.jpg', 'https://pbs.twimg.com/media/FiyqjHSX0AEqm3K.jpg']",1,https://pbs.twimg.com/media/FiyqjHOXkAMkMzL.jpg,False,24,3,10,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
22,1597835169100365830,1597835169100365830,1669788565000.0,2022-11-30 07:09:25,+0100,,"Your sure investment in politics is people!"" Asiwaju Bola Ahmed Tinubu on my mind! 😴  #RenewedHope2023",en,['renewedhope2023'],[],1144881115,1144881115,TinubuOclock2,RASHWAL OMO JAGABAN || TINUBU O'CLOCK,3,07,https://twitter.com/TinubuOclock2/status/1597835169100365830,[],[],0,,False,18,0,3,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
23,1597708246227509248,1597708246227509248,1669758304000.0,2022-11-29 22:45:04,+0100,,@JAFaleke is raising others just like Asiwaju Bola Ahmed Tinubu The Jagaban @officialABAT  https://t.co/waK49tjqBu,in,[],[],1301050393691127808,1301050393691127808,tsg2023,Tinubu Support Group TSG,2,22,https://twitter.com/tsg2023/status/1597708246227509248,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1597708183417528321/pu/img/h1SZhHjpbnItFAP9.jpg,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
24,1597706622331387904,1597706622331387904,1669757917000.0,2022-11-29 22:38:37,+0100,,Faleke is raising others just like Asiwaju Bola Ahmed Tinubu The Jagaban @honfaleke  https://t.co/r84GQ7qhDh,in,[],[],15208439,15208439,KAKAKITOSIN,kakakitosin,2,22,https://twitter.com/KAKAKITOSIN/status/1597706622331387904,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1597706572179939328/pu/img/HOCQvkfXeq_J-mO4.jpg,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
25,1597698522962612225,1597698522962612225,1669755986000.0,2022-11-29 22:06:26,+0100,,Rt. Hon James Abiodun Faleke is raising others just like Asiwaju Bola Ahmed Tinubu The Jagaban........  https://t.co/Q6ydXi5GXh,in,[],[],2395539809,2395539809,bakare_musa,Hon. Musa Bakare,2,22,https://twitter.com/bakare_musa/status/1597698522962612225,[],['https://pbs.twimg.com/media/FiwqVXQXEAQ0e6G.jpg'],1,https://pbs.twimg.com/media/FiwqVXQXEAQ0e6G.jpg,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
26,1597693922016272384,1597693922016272384,1669754889000.0,2022-11-29 21:48:09,+0100,,Rt. Hon James Abiodun Faleke is raising others just like Asiwaju Bola Ahmed Tinubu The Jagaban........  https://t.co/Hp5wb3qDxt,in,[],[],2395539809,2395539809,bakare_musa,Hon. Musa Bakare,2,21,https://twitter.com/bakare_musa/status/1597693922016272384,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1597693866055966722/pu/img/VdUkdpiYtHiE6NjC.jpg,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
27,1597682725150167041,1597464438797320193,1669752219000.0,2022-11-29 21:03:39,+0100,,@felibanti02 @Nrs_Idreeserh @Mz_Tosyn Make we no try dig road for where road no dey..   ASIWAJU AKANBI BOLA AHMED TINUBU AKA JAGABAN THE MASTER STRATEGIST is sick and old.  He can hardly relate to the present. Make we no whyne ourself.. The outcome of his administration is Obvious.  Na wetin I get to talk be that.,en,[],[],1572990250133192705,1572990250133192705,SlimPaparazzi,Slim Paparazzi,2,21,https://twitter.com/SlimPaparazzi/status/1597682725150167041,[],[],0,,False,1,0,1,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'felibanti02', 'name': 'criticalthinker', 'id': '1363183200659529731'}, {'screen_name': 'Nrs_Idreeserh', 'name': 'Idris Abdul Ahmed', 'id': '1392484488'}, {'screen_name': 'Mz_Tosyn', 'name': 'Emerald 💚 هداية', 'id': '118867986'}]",,,,,Bola Ahmed Tinubu
28,1597668326188412928,1597464438797320193,1669748786000.0,2022-11-29 20:06:26,+0100,,@SlimPaparazzi @Nrs_Idreeserh @Mz_Tosyn for ASIWAJU AKANBI BOLA AHMED TINUBU AKA JAGABAN BORGU THE MASTER STRATEGIST,in,[],[],1363183200659529731,1363183200659529731,felibanti02,criticalthinker,2,20,https://twitter.com/felibanti02/status/1597668326188412928,[],[],0,,False,0,1,0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'SlimPaparazzi', 'name': 'Slim Paparazzi', 'id': '1572990250133192705'}, {'screen_name': 'Nrs_Idreeserh', 'name': 'Idris Abdul Ahmed', 'id': '1392484488'}, {'screen_name': 'Mz_Tosyn', 'name': 'Emerald 💚 هداية', 'id': '118867986'}]",,,,,Bola Ahmed Tinubu
29,1597665465261645824,1597665459804872705,1669748104000.0,2022-11-29 19:55:04,+0100,,"One more thing, Asiwaju has never stood in front of any crowd or gathering to claim that he is richer than Trump or Elon Musk.   We all know the candidate who blatantly made such claims and yet is  posting his account number.",en,[],[],831558391285809156,831558391285809156,TinubuOclock,OMO JAGABAN | TINUBU O'CLOCK,2,19,https://twitter.com/TinubuOclock/status/1597665465261645824,[],[],0,,False,19,3,5,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
30,1597665462145675264,1597665459804872705,1669748104000.0,2022-11-29 19:55:04,+0100,,Only Peter Obi has wished Nigerians abject poverty and constantly reminded and ridiculed them with their “poverty status” only to come back to ask for their money. Same cannot be said of Asiwaju Bola Tinubu as he has always preached prosperity and wealth.,en,[],[],831558391285809156,831558391285809156,TinubuOclock,OMO JAGABAN | TINUBU O'CLOCK,2,19,https://twitter.com/TinubuOclock/status/1597665462145675264,[],[],0,,False,18,1,3,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
31,1597650517479784449,1597650517479784449,1669744540000.0,2022-11-29 18:55:40,+0100,,"Northerners, do you like the constant killings and kidnappings in the north under APC? If no, then avoid APC. Avoid Bola Tinubu and shettima.  #Vote Peter Obi. Arewa Hausa Abuja BVAS Labour Party jagaban Asiwaju Okowa arise TV lagosians agbado Olodo olosho INEC wike OBIdient",en,['vote'],[],1317737220825108480,1317737220825108480,daclemx,MyBigDaddy,2,18,https://twitter.com/daclemx/status/1597650517479784449,[],[],0,,False,5,0,5,https://twitter.com/Odianosen16/status/1595599058869026817,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
32,1597626279742025728,1597626279742025728,1669738762000.0,2022-11-29 17:19:22,+0100,,BREAKING   Adeleke's Supporters Are Destroying Asiwaju Tinubu's Campaign Posters Across Osun State.,en,[],[],831558391285809156,831558391285809156,TinubuOclock,OMO JAGABAN | TINUBU O'CLOCK,2,17,https://twitter.com/TinubuOclock/status/1597626279742025728,[],[],0,,False,2062,516,366,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
33,1597620553732472836,1597620553732472836,1669737397000.0,2022-11-29 16:56:37,+0100,,💥BREAKING   N190 Million Donated To Asiwaju Tinubu's Presidential Campaign In 30mins . JAGABAN!,in,[],[],2680603311,2680603311,shehumkabir_129,Shehu kabir,2,16,https://twitter.com/shehumkabir_129/status/1597620553732472836,[],[],0,,False,0,0,0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
34,1597598322998784000,1597588996011749376,1669732096000.0,2022-11-29 15:28:16,+0100,,"@DanielRegha Daniel Regha, your excesses are becoming too much and they will be curtailed soon.  As it stands, whatever goes wrong in Nigeria must be blamed on Tinubu, but the same hypocrites like Daniel Regha and Obidiots will never credit all the Positive things to Him, Asiwaju.   Shame!",en,[],[],1537474267687833600,1537474267687833600,asiwajujagabang,Asiwaju JagaBan 4 President,2,15,https://twitter.com/asiwajujagabang/status/1597598322998784000,[],[],0,,False,1,1,1,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'DanielRegha', 'name': 'Daniel Regha', 'id': '1213321063465025536'}]",,,,,Bola Ahmed Tinubu
35,1597590002401251329,1597590002401251329,1669730113000.0,2022-11-29 14:55:13,+0100,,"ASIWAJU na your Mate ?  When ASIWAJU BOLA AHMED TINUBU @officialABAT was fighting for the Restoration of Democracy in Nigeria, Even at the Risk of his life, where was @PeterObi And @atiku ?  #TINUBULOKAN",en,['tinubulokan'],[],1387970714922332162,1387970714922332162,Delejackson4,Jagaban 2023,2,14,https://twitter.com/Delejackson4/status/1597590002401251329,[],[],0,,False,0,2,0,https://twitter.com/fkeyamo/status/1597581713303027713,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
36,1597589248160706560,1597586059185225731,1669729933000.0,2022-11-29 14:52:13,+0100,,@trafficbutter @CharlesCDPedro @IkukuomaC @urchilla01 @UchePOkoye @S_mattahorn @Odogwu_Nomso @ChudeMedia @Jack_ng01 @AfamDeluxo @Spotlight_Abby Asiwaju Bola *Ahmad Tinubu  Jagaban of Nigeria,in,[],[],3673225696,3673225696,LawalQudus19,Abdulquddus (CEO Q uniQ Couture),2,14,https://twitter.com/LawalQudus19/status/1597589248160706560,[],[],0,,False,0,1,0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'trafficbutter', 'name': 'Traffic Updates + Useful Info', 'id': '216331785'}, {'screen_name': 'CharlesCDPedro', 'name': 'Chukwuma', 'id': '1929770090'}, {'screen_name': 'IkukuomaC', 'name': 'Chief Ikukuoma', 'id': '1335301540463206400'}, {'screen_name': 'urchilla01', 'name': 'KWEKU THE HUSTLER, FOCUSED ON SELLING PETER OBI', 'id': '1154386896019214337'}, {'screen_name': 'UchePOkoye', 'name': 'Anambra 1st son💭', 'id': '104841568'}, {'screen_name': 'S_mattahorn', 'name': 'Nsi Kpa Udene', 'id': '4078374377'}, {'screen_name': 'Odogwu_Nomso', 'name': 'Chief Nomso 👑', 'id': '3000741559'}, {'screen_name': 'ChudeMedia', 'name': 'Chude Media', 'id': '1541933568770936835'}, {'screen_name': 'Jack_ng01', 'name': 'J a c k 🇳🇬', 'id': '1215978204734861312'}, {'screen_name': 'AfamDeluxo', 'name': 'Aji Bussu Onye Mpiawa azụ 🇨🇮', 'id': '159638969'}, {'screen_name': 'Spotlight_Abby', 'name': 'Spotlight on #PeterObi2023 #Obidatti023', 'id': '1482061710798331912'}]",,,,,Bola Ahmed Tinubu
37,1597581095411023873,1597581095411023873,1669727989000.0,2022-11-29 14:19:49,+0100,,"Our candidate, Asiwaju Tinubu and his running mate, Kashim Shettima call on all Nigerians to join them as they shape the next chapter of our history.  Donate to Tinubu/Shettima campaign today and help actualize the vision for our great country.  Thank you!  https://t.co/h0k8qlWYY8",en,[],[],831558391285809156,831558391285809156,TinubuOclock,OMO JAGABAN | TINUBU O'CLOCK,2,14,https://twitter.com/TinubuOclock/status/1597581095411023873,['https://www.blessmi.com/fundraiser/3499-donate-to-tinubushettima-2023'],[],0,,False,24,0,7,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
38,1597566776736301056,1597566776736301056,1669724575000.0,2022-11-29 13:22:55,+0100,,BOOM 💥   TINUBU fought from the STREET to the PALACE...  It takes guts and courage to engage lost battle and triumph!   The “Grass To Grace” story of Asiwaju Bola Ahmed Tinubu’s ZERO to HERO is a great INSPIRATION to the disadvantaged!   Jagaban is the MAN! ©  https://t.co/NeGYmm1tWX,en,[],[],1481490065574580230,1481490065574580230,StFreakingKezy,🦅 𝕆𝕜𝕖𝕫𝕚𝕖 𝕁.𝔸𝕥𝕒ñ𝕚 🦅,2,13,https://twitter.com/StFreakingKezy/status/1597566776736301056,[],['https://pbs.twimg.com/media/FiuyhC7WIAE4lQu.jpg'],1,https://pbs.twimg.com/media/FiuyhC7WIAE4lQu.jpg,False,84,9,19,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu
