,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,candidates,Subjectivity,Polarity,Analysis
13,1589674352580390912,1589636165296336903,1667842875000.0,2022-11-07 18:41:15,+0100,,was actually their prime target yesterday but forgetting that asiwaju bola ahmed tinubu is not called jagaban for nothing he sees d future even before everyone   learned bitter lesson,en,[],[],1.3879707149223322e+18,1387970714922332162,Delejackson4,Jagaban 2023,1.0,18,https://twitter.com/Delejackson4/status/1589674352580390912,[],[],0.0,,False,4.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'fkeyamo', 'name': 'Festus Keyamo, SAN', 'id': '996143635'}, {'screen_name': 'TheBATgangan', 'name': 'IamTheBAT', 'id': '1561796945257144322'}, {'screen_name': 'officialABAT', 'name': 'Bola Ahmed Tinubu', 'id': '493365529'}]",,,,,Bola Ahmed Tinubu,0.24166666666666667,-0.03333333333333333,Negative
14,1589642123070300160,1589608942040010752,1667835190000.0,2022-11-07 16:33:10,+0100,,i love the neck pressing   asiwaju bola ahmed tinubu victory in  is already assured cheers to the incoming president of the federal republic of nigeria,en,[],[],1.5089997430489784e+18,1508999743048978437,Jagaban_Olu,Adekunle Olushola,1.0,16,https://twitter.com/Jagaban_Olu/status/1589642123070300160,[],[],0.0,,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'FotoNugget', 'name': 'SarkinFOTO | NFT NG', 'id': '1253318050054639616'}]",,,,,Bola Ahmed Tinubu,0.6,0.5,Positive
15,1589635626097586180,1589632157550800896,1667833641000.0,2022-11-07 16:07:21,+0100,,well if the national chairman of the main opposition party in the country is working for tinubu to sway results in lagos which is the base of asiwaju if its true then i doff my hat for the man wey sabi jagaban,en,['renewedhope2023'],[],249877906.0,249877906,Bizalotime,Abisoye Alogba,1.0,16,https://twitter.com/Bizalotime/status/1589635626097586180,[],[],0.0,,False,9.0,0.0,1.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'DeeOneAyekooto', 'name': 'Ayekooto', 'id': '202154433'}]",,,,,Bola Ahmed Tinubu,0.6611111111111111,-0.09444444444444448,Negative
16,1589606525290844161,1589519788958941184,1667826703000.0,2022-11-07 14:11:43,+0100,,asiwaju bola ahmed tinubu is a scam amp his supporters are intellectual frauds jagaban will not attend any gathering of intellectuals he dodged the nba the lcci amp arise tv hell continue to make excuses for his absence hoping he can sneak into aso rock through the window,en,[],[],1.5255351361792737e+18,1525535136179273731,Chinedu79664509,Chinedu Obiora,1.0,14,https://twitter.com/Chinedu79664509/status/1589606525290844161,[],[],0.0,,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'g_makuachukwu3', 'name': 'Ada Anambra', 'id': '1556172058488446976'}]",,,,,Bola Ahmed Tinubu,0.2,0.14375,Positive
17,1589601897056415744,1589601897056415744,1667825600000.0,2022-11-07 13:53:20,+0100,,as seen on  this station is propdp   obi popularity wanes after the show of shame from your journalist  datti kola abiola reno david mark jagaban kwankwaso psquare sowore nothing personal portable keyamo tinubu asiwaju okwute pdp and apc anpp,en,[],[],1.0370112224771236e+18,1037011222477123585,omoelerinjare,Peter Obi Stan supporter,1.0,13,https://twitter.com/omoelerinjare/status/1589601897056415744,[],[],1.0,https://pbs.twimg.com/media/Fg9maPtXkAIC5_3.jpg,False,8.0,0.0,10.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.3,0.0,Neutral
18,1589594960399339527,1589594960399339527,1667823946000.0,2022-11-07 13:25:46,+0100,,obidients we just need to continue to do followups   peter obi will win next year election with huge votes   datti kola abiola reno david mark jagaban kwankwaso psquare sowore nothing personal portable keyamo tinubu asiwaju okwute pdp and apc anpp,en,[],[],1.0370112224771236e+18,1037011222477123585,omoelerinjare,Peter Obi Stan supporter,1.0,13,https://twitter.com/omoelerinjare/status/1589594960399339527,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1588879032644472833/pu/img/EJ4PQ9tOQlfRhCOM.jpg,False,19.0,0.0,9.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.4,0.30000000000000004,Positive
19,1589592285821685760,1589592285821685760,1667823308000.0,2022-11-07 13:15:08,+0100,,edo states obidients  and  are coming to your state   please  make us proud   datti kola abiola reno david mark jagaban kwankwaso psquare sowore nothing personal portable keyamo tinubu asiwaju okwute pdp and apc anpp,en,[],[],1.0370112224771236e+18,1037011222477123585,omoelerinjare,Peter Obi Stan supporter,1.0,13,https://twitter.com/omoelerinjare/status/1589592285821685760,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1589367816985223168/pu/img/Dduw249gOIs9QV-c.jpg,False,17.0,0.0,9.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.65,0.4,Positive
20,1589589089082146817,1589589089082146817,1667822546000.0,2022-11-07 13:02:26,+0100,,asiwaju bola ahmed tinubu is a scam amp his supporters are intellectual frauds jagaban will not attend any gathering of intellectuals he dodged the nba the lcci amp arise tv hell continue to make excuses for his absence hoping he can sneak into aso rock through the window,en,[],[],82607781.0,82607781,dreyinker,Darey,1.0,13,https://twitter.com/dreyinker/status/1589589089082146817,[],[],0.0,,False,1.0,0.0,1.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.2,0.14375,Positive
21,1589582820422610946,1589582820422610946,1667821052000.0,2022-11-07 12:37:32,+0100,,press release the apc presidential campaign council pcc has explained why our candidate asiwaju bola tinubu did not attend the presidential debate organised by arise tv on sunday november,en,['jagaban'],[],1.5892966381153157e+18,1589296638115315712,TinubuAction,TinubuRenaisanceActionGroup,1.0,12,https://twitter.com/TinubuAction/status/1589582820422610946,[],['https://pbs.twimg.com/media/Fg9VI5FXkAA_Gj6.jpg'],1.0,https://pbs.twimg.com/media/Fg9VI5FXkAA_Gj6.jpg,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.0,0.0,Neutral
22,1589565120384241665,1589554814828019713,1667816832000.0,2022-11-07 11:27:12,+0100,,asiwaju bola ahmed tinubu is a scam amp his supporters are intellectual frauds jagaban will not attend any gathering of intellectuals he dodged the nba the lcci amp arise tv hell continue to make excuses for his absence hoping he can sneak into aso rock through the window,en,[],[],1.5280052473854075e+18,1528005247385407489,OsitaUzochukwu4,Osita Uzochukwu,1.0,11,https://twitter.com/OsitaUzochukwu4/status/1589565120384241665,[],[],0.0,,False,1.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'fkeyamo', 'name': 'Festus Keyamo, SAN', 'id': '996143635'}]",,,,,Bola Ahmed Tinubu,0.2,0.14375,Positive
24,1589544114298945536,1589485901058555905,1667811823000.0,2022-11-07 10:03:43,+0100,,asiwaju bola ahmed tinubu is a scam amp his supporters are intellectual frauds jagaban will not attend any gathering of intellectuals he dodged the nba the lcci amp arise tv hell continue to make excuses for his absence hoping he can sneak into aso rock through the window,en,[],[],1.5280052473854075e+18,1528005247385407489,OsitaUzochukwu4,Osita Uzochukwu,1.0,10,https://twitter.com/OsitaUzochukwu4/status/1589544114298945536,[],[],0.0,,False,0.0,0.0,4.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'DailyPostNGR', 'name': 'Daily Post Nigeria', 'id': '413428207'}]",,,,,Bola Ahmed Tinubu,0.2,0.14375,Positive
26,1589528708238696449,1589528708238696449,1667808150000.0,2022-11-07 09:02:30,+0100,,tambuwal who is atikus dg saw tinubu yesterday and he was so excited  he almost pushed the person in front of jagaban away just to greet the master strategist  he called bat the asiwaju of the universe  where is the lie,en,[],[],1.4814900655745802e+18,1481490065574580230,StFreakingKezy,🦅 𝕆𝕜𝕖𝕫𝕚𝕖 𝕁.𝔸𝕥𝕒ñ𝕚 🦅,1.0,09,https://twitter.com/StFreakingKezy/status/1589528708238696449,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1589528665750110209/pu/img/7eRwdvl-N97_W_25.jpg,False,90.0,6.0,43.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.75,0.375,Positive
27,1589527902277681152,1589527902277681152,1667807958000.0,2022-11-07 08:59:18,+0100,,nba conference was a disgrace arise tv town hall meeting was also a disgrace and you expecting the jagaban to honour such invitations fyi he will not attendthis will be an opportunity for you to seel your candidate to the people  but asiwaju bola ahmed tinubu is not your mate,en,[],[],2432506715.0,2432506715,karofi85,Abdöûl 🌴,1.0,08,https://twitter.com/karofi85/status/1589527902277681152,[],[],0.0,,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.5,0.0,Neutral
28,1589527198230515712,1589527198230515712,1667807790000.0,2022-11-07 08:56:30,+0100,,the   realized that asiwaju bola ahmed tinubu is senile amp cannot articulatemake coherent presentation without a script so they made up their minds that jagaban will never attend any meeting of intellectuals to discuss the issues caused by the ineptitude,en,[],[],8.735300950126469e+17,873530095012646913,ChukwunedumJoe,Chukwunedum Success,1.0,08,https://twitter.com/ChukwunedumJoe/status/1589527198230515712,[],[],0.0,,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.7,0.5,Positive
29,1589517938759200768,1589517938759200768,1667805583000.0,2022-11-07 08:19:43,+0100,,asiwaju bola ahmed tinubu their jagaban thinks he will sneak in to aso rock villa through the window    na alhaji musa yardua go help us flog am commot for the race,en,[],[],835928844.0,835928844,victorchigbuU,Victor CHIGBU for PETER OBI 2023,1.0,08,https://twitter.com/victorchigbuU/status/1589517938759200768,[],[],0.0,,False,74.0,1.0,16.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.0,0.0,Neutral
30,1589512658424070144,1589487205697073152,1667804324000.0,2022-11-07 07:58:44,+0100,,the apc realized that asiwaju bola ahmed tinubu is senile amp cannot articulatemake coherent presentation without a script so they made up their minds that jagaban will never attend any meeting of intellectuals to discuss the issues caused by the ineptitude,en,[],[],1.182043760697467e+18,1182043760697466881,Joe_Akpanke,Joeharris✿,1.0,07,https://twitter.com/Joe_Akpanke/status/1589512658424070144,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1589512641583669250/pu/img/Ln7WZtDyq2RWJsDV.jpg,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,"[{'screen_name': 'Carly55461264', 'name': 'CARLY__BAT', 'id': '1508826438413295623'}, {'screen_name': 'Mohammadpato1', 'name': 'Adamu Mohammed', 'id': '1483190763341160452'}, {'screen_name': 'ABATMediaCentre', 'name': 'Asiwaju Bola Ahmed Media Centre', 'id': '1522647429727805440'}, {'screen_name': 'akomscopy', 'name': 'we no dey give shi-shi🎈 😂 🇳🇬', 'id': '275190072'}, {'screen_name': 'aruhullahi', 'name': 'Adebayo Akinpelu', 'id': '198160701'}, {'screen_name': 'IjeleSpeaksNaij', 'name': 'Ijele Speaks Official', 'id': '1029997581194153986'}, {'screen_name': '36Kinniun', 'name': '36Kinniun Tinubu Media Commando❄ 🦇 🦁 🕊️', 'id': '1387124211307581440'}, {'screen_name': 'AdewoleAdewuyi2', 'name': 'BAT23 FOR REAL', 'id': '1329295035565805570'}]",,,,,Bola Ahmed Tinubu,0.7,0.5,Positive
31,1589506132225437699,1589506132225437699,1667802768000.0,2022-11-07 07:32:48,+0100,,first dino should learn how to control himself in public  moreover reuben abati should not have moderated the debate he a partisan  furthermore asiwaju bola ahmed tinubu is a scam jagaban will not attend any gathering of intellectualshe dodged the nba the lcci amp arise tv,en,[],[],1.4983151999206195e+18,1498315199920619523,gistpalava,GISTpalava,1.0,07,https://twitter.com/gistpalava/status/1589506132225437699,[],['https://pbs.twimg.com/media/Fg8PZD5XEAAZpDl.jpg'],1.0,https://pbs.twimg.com/media/Fg8PZD5XEAAZpDl.jpg,False,10.0,3.0,4.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.19999999999999998,0.125,Positive
32,1589505457001234433,1589505457001234433,1667802607000.0,2022-11-07 07:30:07,+0100,,the apc realized that asiwaju bola ahmed tinubu is senile amp cannot articulatemake coherent presentation without a script so they made up their minds that jagaban will never attend any meeting of intellectuals,en,[],[],2953845507.0,2953845507,LifeOfEnglio,|Maro.,1.0,07,https://twitter.com/LifeOfEnglio/status/1589505457001234433,[],['https://pbs.twimg.com/media/Fg8OygCWQAQxnhD.jpg'],1.0,https://pbs.twimg.com/media/Fg8OygCWQAQxnhD.jpg,False,0.0,0.0,0.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.7,0.5,Positive
34,1589502169853853697,1589502169853853697,1667801823000.0,2022-11-07 07:17:03,+0100,,i swear i am not coming to work for you i just want to finish you completely by showing you why jagaban is my name i will start with banning twitter permanently if i am elected  signed tormentor in chief of the nigerian masses   asiwaju bola ahmed tinubu,en,[],[],1.3904006935136338e+18,1390400693513633797,AnikpeHope,Future-Hope🩸,1.0,07,https://twitter.com/AnikpeHope/status/1589502169853853697,[],['https://pbs.twimg.com/media/Fg8LzElXkAAKUzd.jpg'],1.0,https://pbs.twimg.com/media/Fg8LzElXkAAKUzd.jpg,False,4.0,1.0,1.0,,Asiwaju\Tinubu\Jagaban,,,,,,,[],,,,,Bola Ahmed Tinubu,0.4,0.1,Positive
0,1589769362940260352,1589729907348631552,1667865527000.0,2022-11-08 00:58:47,+0100,,same person who thinks the north needs a northern president and should not vote igbo or yoruba,en,[],[],845326862.0,845326862,TOmuabor,Kode.org,2.0,00,https://twitter.com/TOmuabor/status/1589769362940260352,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'omonlakiki', 'name': 'Paul Ibe', 'id': '48352777'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.125,0.0,Neutral
1,1589769357919662080,1589690701109170176,1667865526000.0,2022-11-08 00:58:46,+0100,,why is atiku running away from the public debate,en,[],[],1.5152519800919368e+18,1515251980091936769,Philip01145688,Philip,2.0,00,https://twitter.com/Philip01145688/status/1589769357919662080,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.06666666666666667,0.0,Neutral
3,1589769231347826688,1589264444471013378,1667865495000.0,2022-11-08 00:58:15,+0100,,twitter president,en,[],[],1.4723538568226816e+18,1472353856822681609,Fineboy55X,ᴘᴏʀᴛᴀʙʟᴇ ꜰᴄ. ᴢᴇʜ ɴᴀꜱɪᴏɴ🎧,2.0,00,https://twitter.com/Fineboy55X/status/1589769231347826688,[],[],0.0,,False,1.0,2.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'elninogolden1', 'name': '@elninogolden', 'id': '1069903560941408256'}, {'screen_name': 'Stephmahxie', 'name': 'BUCCI 🕊️', 'id': '1541056985092837377'}, {'screen_name': 'DanielRegha', 'name': 'Daniel Regha', 'id': '1213321063465025536'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.0,0.0,Neutral
4,1589769218551328768,1589613685521412097,1667865492000.0,2022-11-08 00:58:12,+0100,,advice atiku firsthe needs this your advice more,en,[],[],3236448211.0,3236448211,Chief_Mayornku,Chief_Mayornku,2.0,00,https://twitter.com/Chief_Mayornku/status/1589769218551328768,[],[],0.0,,False,1.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.5,0.5,Positive
5,1589769166953000968,1589649276858437634,1667865480000.0,2022-11-08 00:58:00,+0100,,honestly atikus biggest threat is po hence the tantrums,en,[],[],1.0702541495840195e+18,1070254149584019456,lantehrealtor,MAYANA MERENGE😜🤩,2.0,00,https://twitter.com/lantehrealtor/status/1589769166953000968,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.9,0.6,Positive
6,1589769126167384064,1589601387574620161,1667865470000.0,2022-11-08 00:57:50,+0100,,where is bat and atiku,en,[],[],1.3113874648174141e+18,1311387464817414155,Ericcouture991,Eric_couture 99,2.0,00,https://twitter.com/Ericcouture991/status/1589769126167384064,[],['https://pbs.twimg.com/media/Fg_-mCnWIAMDSt7.jpg'],1.0,https://pbs.twimg.com/media/Fg_-mCnWIAMDSt7.jpg,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'BashirAhmaad', 'name': 'Bashir Ahmad', 'id': '104296908'}]",,,,,Atiku,0.0,0.0,Neutral
7,1589769077471461376,1589769077471461376,1667865459000.0,2022-11-08 00:57:39,+0100,,nigeria decides  why atikull succeed president  buhari tella pdp chieftain,en,[],[],9.595284189530563e+17,959528418953056256,thesunnigeria,The Sun Nigeria,2.0,00,https://twitter.com/thesunnigeria/status/1589769077471461376,['https://www.sunnewsonline.com/nigeria-decides-2023-why-atikull-succeed-president-buhari-tella-pdp-chieftain/'],['https://pbs.twimg.com/media/Fg_-jTpXkAI42S8.jpg'],1.0,https://pbs.twimg.com/media/Fg_-jTpXkAI42S8.jpg,False,0.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.0,0.0,Neutral
8,1589768973960515584,1589556811874828289,1667865434000.0,2022-11-08 00:57:14,+0100,,why are you so obsessed with obi yes with him in the race the path to victory for atiku is slim but obi himself is going nowhere he cannot make  in  states that he requires to even be in the reckoning let pack and go home and swear in tinubu on the th may,en,[],[],1.562369791104807e+18,1562369791104806919,AdeyeniYesufu,Adeyeni Yesufu,2.0,00,https://twitter.com/AdeyeniYesufu/status/1589768973960515584,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,1.0,-0.5,Negative
10,1589768874400296960,1589740879140777985,1667865410000.0,2022-11-08 00:56:50,+0100,,his desperation is well documented obj wanted him to succeed him but he changed his mind after seeing how impatiently ambitious he was we will retire him from politics in,en,[],[],3209915926.0,3209915926,DasFreidenker,HulkHogan,2.0,00,https://twitter.com/DasFreidenker/status/1589768874400296960,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'RealOlaudah', 'name': 'Olaudah Equiano®', 'id': '53079920'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.75,0.25,Positive
11,1589768810567176192,1589768810567176192,1667865395000.0,2022-11-08 00:56:35,+0100,,udom may resign as atikus pcc chair over lack of funds,en,[],[],3896477116.0,3896477116,Velox_News,VELOXNEWS,2.0,00,https://twitter.com/Velox_News/status/1589768810567176192,['https://veloxnews.com/udom-may-resign-as-atikus-pcc-chair-over-lack-of-funds/'],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.0,0.0,Neutral
12,1589768555930611713,1589768555930611713,1667865334000.0,2022-11-08 00:55:34,+0100,,a governor should be wary of his public utterances particularly now that peace and security are scarce national commodities   that ortoms unpopular outing is the most uncomplimentary remarks against atiku by anyone,en,[],[],462789386.0,462789386,Zayyan_ubandoma,Zayyan Ubandoma,2.0,00,https://twitter.com/Zayyan_ubandoma/status/1589768555930611713,[],[],0.0,,False,10.0,2.0,16.0,,Atiku,,,,,,,[],,,,,Atiku,0.39999999999999997,0.04166666666666666,Positive
13,1589768552332275713,1589750306497523712,1667865334000.0,2022-11-08 00:55:34,+0100,,so atiku is really paying you guys for this nonsense job you are doing for him like this is the value he gets from his money,en,[],[],2271735089.0,2271735089,Chrizemy,Chriz Emeka,2.0,00,https://twitter.com/Chrizemy/status/1589768552332275713,[],[],0.0,,False,2.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'TonyeBarcanista', 'name': 'Tonye Barcanista', 'id': '1254764124'}, {'screen_name': 'UchePOkoye', 'name': 'Anambra 1st son💭', 'id': '104841568'}]",,,,,Atiku,0.2,0.2,Positive
